OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
27-1011,Art Directors,detailed,100,29.8,38.11,79270,4.3,22.76,30.26,37.06,46.18,56.31,47350,62950,77090,96060,117120,2018,
27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,30,33.7,15.12,31450,8.4,8.5,12.61,15.47,18.31,20.99,17680,26230,32170,38090,43650,2018,
27-1014,Multimedia Artists and Animators,detailed,50,40,25.49,53020,15.5,15.89,17.41,20.83,29.53,43.36,33040,36200,43320,61410,90180,2018,
27-1021,Commercial and Industrial Designers,detailed,,,29.14,60620,4.7,19.78,22.98,28.72,34.54,38.38,41150,47800,59730,71850,79840,2018,
27-1023,Floral Designers,detailed,220,9.8,14.34,29820,3.4,10.23,12.06,14.38,16.98,18.68,21270,25080,29910,35320,38860,2018,
27-1024,Graphic Designers,detailed,770,9.3,22.87,47570,2.3,14.24,17.07,21.58,27.6,34.71,29630,35500,44880,57400,72190,2018,
27-1025,Interior Designers,detailed,180,18.8,23.32,48500,7.1,11.3,15.36,19.65,31.39,39.83,23500,31950,40870,65300,82840,2018,
27-1026,Merchandise Displayers and Window Trimmers,detailed,520,22.2,16.14,33560,8.6,9.01,11.39,14.43,20.3,25.44,18750,23680,30020,42220,52920,2018,
27-1027,Set and Exhibit Designers,detailed,,,25.48,53010,8.1,15.71,18.19,26.46,31.66,36.8,32690,37830,55030,65850,76540,2018,
27-1029,"Designers, All Other",detailed,40,9.8,27.3,56780,14.9,14.6,17.5,22.59,29.86,42.47,30360,36400,46980,62120,88330,2018,
27-2011,Actors,detailed,,,20.08,,14.3,9.4,11.45,15.75,18.44,24.59,,,,,,2018,
27-2012,Producers and Directors,detailed,300,24.4,33.33,69320,14.6,15.62,19.8,26.48,34.52,47.65,32500,41190,55080,71800,99100,2018,
27-2021,Athletes and Sports Competitors,detailed,,,,52450,5.9,,,,,,26440,31310,53560,66910,83630,2018,
27-2022,Coaches and Scouts,detailed,830,39.3,,31840,5.3,,,,,,17400,20120,27840,36440,57500,2018,
27-2042,Musicians and Singers,detailed,130,9.4,27.39,,24.8,15.54,16.67,18.55,25.33,47.23,,,,,,2018,
27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,,,22.04,,12.2,8.44,11.72,18,31.64,38.21,,,,,,2018,
27-3011,Radio and Television Announcers,detailed,80,34.9,25.57,53190,10.4,10.33,14.86,21.51,28.98,49.38,21480,30900,44740,60270,102700,2018,
27-3022,Reporters and Correspondents,detailed,320,38.7,32.89,68420,16.8,13.24,17.13,23.18,36.14,59.15,27550,35620,48200,75170,123020,2018,
27-3031,Public Relations Specialists,detailed,1010,8.8,25.21,52440,5.4,15.82,18.36,22.54,29.42,39.62,32900,38180,46870,61200,82400,2018,
27-3041,Editors,detailed,340,19,22.21,46200,5.4,13.83,16.31,19.29,25.4,31.1,28770,33920,40120,52830,64680,2018,
27-3042,Technical Writers,detailed,100,18.9,39.43,82000,9,21.27,25.25,30.43,38.88,57.51,44240,52520,63300,80860,119620,2018,
27-3043,Writers and Authors,detailed,100,17.7,26.37,54840,4.1,14.89,19.2,24.45,33.21,39.12,30970,39930,50850,69070,81370,2018,
27-3091,Interpreters and Translators,detailed,250,17.4,20.14,41890,3.2,15.51,16.82,19.16,22.81,27.19,32250,34980,39850,47440,56560,2018,
27-3099,"Media and Communication Workers, All Other",detailed,60,13.9,14.72,30610,16,7.95,8.52,9.47,21,27.5,16530,17720,19700,43690,57210,2018,
27-4011,Audio and Video Equipment Technicians,detailed,160,36,17.02,35390,4.5,10.37,11.83,15.27,20.92,27.42,21580,24610,31760,43510,57030,2018,
27-4012,Broadcast Technicians,detailed,160,32.9,17.15,35660,13.7,8.1,8.92,11.84,17.35,28.01,16850,18560,24620,36090,58260,2018,
27-4021,Photographers,detailed,140,14.6,18.76,39020,7.5,10.41,13.43,17.79,24.55,29.17,21650,27930,36990,51060,60670,2018,
27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,150,33.2,19.63,40830,4.5,12.16,14.73,17.74,23.15,32.66,25290,30640,36890,48160,67920,2018,
27-4032,Film and Video Editors,detailed,70,32.9,,,,,,,,,,,,,,2018,
29-0000,Healthcare Practitioners and Technical Occupations,major,40310,5.7,33.76,70210,2.2,15.64,21.26,28.79,37.55,54.34,32520,44210,59880,78100,113030,2018,
29-1011,Chiropractors,detailed,140,37,29.18,60690,19.2,12.27,16.03,31.85,36.92,50.31,25520,33340,66250,76790,104650,2018,
29-1021,"Dentists, General",detailed,250,26.4,76.09,158270,17.8,28.61,42.83,62.28,,,59510,89080,129540,,,2018,
29-1031,Dietitians and Nutritionists,detailed,240,12.4,29.56,61480,3.6,21.85,25.54,29.44,33.97,37.63,45440,53130,61230,70660,78270,2018,
29-1041,Optometrists,detailed,200,28.4,43.77,91040,11.5,18.28,30.96,39.67,47.69,69.83,38020,64400,82520,99200,145250,2018,
29-1051,Pharmacists,detailed,1590,12.5,60.3,125430,1.9,46.03,54.74,62.87,72.3,77.88,95740,113860,130770,150390,161990,2018,
29-1062,Family and General Practitioners,detailed,,,100.2,208410,9.1,44.11,64.71,93.69,,,91750,134610,194860,,,2018,
29-1063,"Internists, General",detailed,,,92.79,193000,9.6,33.14,55.22,85.49,,,68940,114870,177830,,,2018,
29-1065,"Pediatricians, General",detailed,140,41.6,82.68,171980,9,46.93,59.11,73.38,95.89,,97620,122940,152630,199450,,2018,
29-1066,Psychiatrists,detailed,80,47.3,90.79,188840,14.9,34.66,39.26,89.15,,,72090,81650,185440,,,2018,
29-1067,Surgeons,detailed,,,133.59,277870,8.7,88.3,,,,,183660,,,,,2018,
29-1069,"Physicians and Surgeons, All Other",detailed,980,22.9,85.95,178780,9.5,40.32,48.1,80.13,,,83860,100040,166680,,,2018,
29-1071,Physician Assistants,detailed,280,21,47.38,98550,10,25.5,39.69,45.02,50.26,62.5,53030,82550,93650,104540,130000,2018,
29-1081,Podiatrists,detailed,40,22.9,62.76,130540,21.1,19.88,24.35,46.25,92.77,,41350,50640,96200,192960,,2018,
29-1122,Occupational Therapists,detailed,,,37.03,77010,3.5,24.38,30.14,38.08,45.11,49.07,50710,62680,79210,93830,102070,2018,
29-1123,Physical Therapists,detailed,830,10.1,39.39,81920,1.5,30.49,34.02,39.41,45.48,49.16,63420,70770,81980,94590,102250,2018,
29-1124,Radiation Therapists,detailed,60,25.7,42.84,89110,3.5,28.44,34.83,43.18,49.1,58.53,59150,72450,89810,102130,121740,2018,
29-1125,Recreational Therapists,detailed,40,20.6,21.41,44520,2.8,16.15,17.83,20.85,24.14,28.46,33590,37080,43370,50200,59210,2018,
29-1126,Respiratory Therapists,detailed,790,6.8,25.41,52840,1.8,19.95,21.99,25.57,28.93,31.08,41500,45740,53190,60170,64640,2018,
29-1127,Speech-Language Pathologists,detailed,580,11.8,41.47,86260,1.6,27.69,33.88,41.68,48.71,57.82,57590,70470,86690,101330,120260,2018,
29-1129,"Therapists, All Other",detailed,130,16.3,42.26,87890,6.3,20.06,24.35,45.25,58.65,64.02,41730,50660,94110,122000,133170,2018,
29-1131,Veterinarians,detailed,350,9.2,42.92,89270,5.4,28.89,34.26,41.26,47.95,56.59,60100,71270,85820,99740,117700,2018,
29-1141,Registered Nurses,detailed,16000,9.3,31.05,64590,1.2,22.1,26.11,30.91,36.06,39.37,45970,54310,64300,75010,81900,2018,
29-1161,Nurse Midwives,detailed,40,31.4,52.91,110060,2.5,41.96,45.47,51.58,60.49,69.06,87280,94570,107300,125810,143650,2018,
29-1171,Nurse Practitioners,detailed,760,12,52.11,108390,2.6,37.95,42.59,48.63,58,67.73,78930,88590,101140,120630,140880,2018,
29-1181,Audiologists,detailed,80,46.8,31.58,65700,3.6,25.59,27.23,29.96,34.8,39.3,53240,56640,62320,72380,81740,2018,
29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,60,23.5,30.98,64430,7,21.85,24.96,27.9,31.36,53.01,45440,51930,58030,65220,110260,2018,
29-2010,Clinical Laboratory Technologists and Technicians,detailed,1180,11.2,24.69,51360,3.8,15.43,18.45,24.31,30.73,36.19,32090,38390,50560,63910,75280,2018,
29-2021,Dental Hygienists,detailed,710,23.5,30.13,62680,4.3,25.11,26.72,29.41,34.16,38.02,52220,55580,61180,71060,79070,2018,
29-2031,Cardiovascular Technologists and Technicians,detailed,280,20,25.42,52870,5.6,13.22,16.51,26.58,33.67,38.55,27490,34340,55290,70040,80170,2018,
29-2032,Diagnostic Medical Sonographers,detailed,250,22.5,30.34,63100,1.9,24.74,26.58,29.42,34.32,38.34,51460,55280,61190,71390,79750,2018,
29-2033,Nuclear Medicine Technologists,detailed,90,21.5,33.34,69350,2.9,26.07,28.58,33.44,37.68,40.36,54220,59450,69560,78370,83950,2018,
29-2034,Radiologic Technologists,detailed,1080,10.1,25.61,53270,1.5,17.91,21,25.44,29.98,34.87,37250,43680,52910,62350,72540,2018,
29-2035,Magnetic Resonance Imaging Technologists,detailed,120,23.9,31.57,65670,3.4,25.28,28.25,32.71,36.5,38.79,52590,58760,68040,75930,80680,2018,
29-2041,Emergency Medical Technicians and Paramedics,detailed,1010,14.8,15.62,32480,2.7,10.85,12.75,14.86,18.42,21.95,22570,26520,30910,38310,45650,2018,
29-2051,Dietetic Technicians,detailed,40,19.2,16.24,33770,7.3,12.7,13.67,15.28,18.7,22.29,26420,28430,31790,38910,46360,2018,
29-2052,Pharmacy Technicians,detailed,2390,7,14.61,30390,2.9,10.34,11.74,14.36,17.44,19.25,21500,24410,29870,36260,40050,2018,
29-2053,Psychiatric Technicians,detailed,290,24.9,14.46,30070,2.2,11.05,12.61,13.97,15.47,18.73,22990,26230,29050,32170,38950,2018,
29-2055,Surgical Technologists,detailed,590,8.7,23.32,48510,2.6,16.47,19.32,22.36,26.52,30.55,34270,40180,46520,55150,63550,2018,
29-2056,Veterinary Technologists and Technicians,detailed,310,29.3,13.07,27190,12.9,8.08,9.09,12.5,15.82,19.17,16810,18900,26010,32910,39880,2018,
29-2057,Ophthalmic Medical Technicians,detailed,,,16.05,33380,6.5,10.6,12.37,14.66,18.13,23.1,22040,25730,30480,37710,48040,2018,
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,3220,8.3,21.04,43760,1.1,16.35,18.92,21.33,23.46,25.1,34000,39350,44370,48790,52200,2018,
29-2071,Medical Records and Health Information Technicians,detailed,1120,17.2,17.91,37260,2.7,11.56,14.03,17.18,20.97,26.38,24040,29190,35740,43630,54860,2018,
29-2081,"Opticians, Dispensing",detailed,520,37,20.02,41640,5.4,11.55,14.23,18.97,26.64,29.79,24010,29610,39460,55400,61970,2018,
29-2091,Orthotists and Prosthetists,detailed,40,46.3,32.74,68090,5.7,20.31,25.03,35.11,38.43,40.91,42240,52070,73030,79930,85080,2018,
29-2099,"Health Technologists and Technicians, All Other",detailed,760,13.1,25.32,52670,6.5,13.82,16.77,22.4,30.27,41.51,28750,34880,46590,62960,86330,2018,
29-9011,Occupational Health and Safety Specialists,detailed,440,9.4,31.06,64600,3.7,16.55,22.12,29.93,38.03,47.41,34430,46010,62260,79090,98610,2018,
29-9012,Occupational Health and Safety Technicians,detailed,70,17.2,21.55,44820,4.4,14.31,17.13,20.82,24.01,29.36,29770,35620,43310,49950,61070,2018,
29-9091,Athletic Trainers,detailed,160,41.4,,43420,5.3,,,,,,32740,35570,40490,50770,60870,2018,
29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,120,40.3,22.35,46490,3.5,11.1,14.01,18.22,28.47,41.16,23100,29150,37890,59210,85600,2018,
31-0000,Healthcare Support Occupations,major,16790,4.3,15.39,32000,1.5,10.41,12.25,14.54,17.79,21.91,21650,25490,30240,37000,45570,2018,
31-1011,Home Health Aides,detailed,1490,9.7,11.03,22950,2.3,9.22,9.92,10.8,11.68,12.95,19170,20640,22460,24300,26950,2018,
31-1014,Nursing Assistants,detailed,6730,6.5,13.95,29020,1.6,10.63,12.24,13.81,15.64,18.14,22100,25460,28730,32530,37740,2018,
31-1015,Orderlies,detailed,240,30.1,11.53,23990,3.6,8.78,9.74,11,12.79,15.13,18260,20260,22880,26610,31480,2018,
31-2011,Occupational Therapy Assistants,detailed,140,30.7,26.56,55240,2.7,20.59,22.54,25.59,29.83,36.4,42820,46880,53230,62040,75700,2018,
31-2021,Physical Therapist Assistants,detailed,490,14.9,26.45,55010,1.9,20.08,23.3,26.98,29.85,32.35,41760,48460,56120,62090,67300,2018,
31-2022,Physical Therapist Aides,detailed,220,19.3,13.79,28680,3.6,9.77,10.96,13.15,16.37,18.87,20320,22790,27360,34050,39250,2018,
31-9011,Massage Therapists,detailed,290,24.7,22.13,46020,4.7,12.06,15.51,22.45,27.81,30.84,25080,32260,46690,57850,64150,2018,
31-9091,Dental Assistants,detailed,1700,7.5,18.75,39000,5.3,12.72,15.28,18.29,22.69,26.41,26460,31790,38050,47200,54940,2018,
31-9092,Medical Assistants,detailed,3030,7,16.18,33660,1.1,12.81,14.16,16.09,18.1,19.78,26640,29450,33460,37660,41140,2018,
31-9093,Medical Equipment Preparers,detailed,230,17.5,17.05,35460,4.8,12.41,13.65,16.55,20.7,23.99,25810,28400,34420,43050,49890,2018,
31-9094,Medical Transcriptionists,detailed,270,47.2,19.22,39970,4.1,14.17,16.55,19.58,22.37,24.07,29470,34430,40720,46520,50070,2018,
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,660,38.5,11.84,24630,2.6,8.97,10.06,11.49,13.31,15.22,18660,20920,23900,27680,31660,2018,
31-9097,Phlebotomists,detailed,740,15.5,15.44,32110,3.1,11.3,13,15.18,17.91,19.84,23500,27030,31580,37260,41260,2018,
31-9099,"Healthcare Support Workers, All Other",detailed,290,16.5,19.93,41450,4.8,12.47,15.56,19.89,23.27,25.86,25930,32360,41370,48390,53790,2018,
33-0000,Protective Service Occupations,major,12470,5.4,17.68,36770,5.1,8.7,10.39,14.94,23.5,30.18,18090,21620,31080,48880,62780,2018,
33-1011,First-Line Supervisors of Correctional Officers,detailed,240,0.3,20.4,42420,2.2,16.02,17.27,19.41,22.64,25.18,33320,35920,40370,47090,52380,2018,
33-1012,First-Line Supervisors of Police and Detectives,detailed,250,12.7,34.43,71610,4,18.48,23.48,30.39,40.01,62.05,38440,48840,63220,83230,129070,2018,
33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,280,16.9,33.67,70030,3.1,21.4,28.27,33.81,38.86,46.51,44520,58800,70320,80820,96740,2018,
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,200,12.6,22.6,47010,3.8,13.34,16.7,22.25,26.71,31.44,27740,34730,46270,55550,65390,2018,
33-2011,Firefighters,detailed,1120,13.7,18.24,37940,5,9.55,12.17,16.46,23.71,29.17,19860,25310,34230,49310,60680,2018,
33-2021,Fire Inspectors and Investigators,detailed,40,5.9,24.62,51210,2.9,19.48,21.15,23.97,28.24,31.11,40520,44000,49860,58740,64710,2018,
33-3012,Correctional Officers and Jailers,detailed,900,3.6,17.27,35920,3.2,13.06,14.81,16.76,18.66,22.39,27170,30810,34860,38810,46580,2018,
33-3021,Detectives and Criminal Investigators,detailed,160,4.4,40.45,84130,2.1,20.19,23.57,35.32,59.05,64.68,42000,49030,73470,122830,134530,2018,
33-3051,Police and Sheriff's Patrol Officers,detailed,2640,5.7,25.48,53000,3,17.28,21.25,25.88,29.59,33.38,35940,44200,53840,61560,69420,2018,
33-9011,Animal Control Workers,detailed,90,7.8,,,,,,,,,,,,,,2018,
33-9021,Private Detectives and Investigators,detailed,,,21.66,45060,8.4,11.82,15.2,19.02,27.76,36.21,24580,31610,39560,57730,75320,2018,
33-9032,Security Guards,detailed,4750,14.6,11.59,24110,3,8.2,9.11,10.58,12.71,16.12,17050,18950,22000,26430,33530,2018,
33-9091,Crossing Guards,detailed,420,19,12.73,26480,6.5,9.97,10.66,11.81,14.29,16.02,20740,22170,24550,29720,33330,2018,
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,630,20.2,9.29,19320,2.6,7.72,8.17,8.9,9.9,11.45,16060,17000,18520,20590,23810,2018,
33-9093,Transportation Security Screeners,detailed,110,0,18.62,38740,,15.69,18.08,18.27,19.78,20.74,32630,37610,38010,41140,43140,2018,
33-9099,"Protective Service Workers, All Other",detailed,410,4.7,19.41,40380,9.9,9.65,13.42,18.82,25.78,29.91,20080,27920,39150,53620,62200,2018,
35-0000,Food Preparation and Serving Related Occupations,major,58880,1.4,10.89,22640,1.5,7.95,8.53,9.54,11.94,15.45,16540,17740,19850,24840,32140,2018,
35-1011,Chefs and Head Cooks,detailed,330,41.2,24.99,51970,3.5,16.83,20,23.82,29.54,34.49,35000,41600,49540,61440,71730,2018,
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,4740,7.6,16.34,33980,2.7,9.66,11.35,14.61,20.09,26.02,20090,23610,30380,41790,54120,2018,
35-2011,"Cooks, Fast Food",detailed,1250,33.2,10.69,22240,3.1,8.31,9.47,10.74,11.87,13.12,17290,19700,22340,24700,27280,2018,
35-2012,"Cooks, Institution and Cafeteria",detailed,2290,4.7,13.71,28510,4.3,9.35,11.58,13.76,15.55,18.56,19440,24090,28630,32340,38610,2018,
35-2014,"Cooks, Restaurant",detailed,7660,11,12.41,25810,5.7,8.39,9.65,11.52,14.34,17.54,17460,20070,23960,29830,36490,2018,
35-2015,"Cooks, Short Order",detailed,,,10.14,21090,3.5,8.29,8.98,10.2,11.53,12.33,17250,18680,21220,23990,25640,2018,
35-2021,Food Preparation Workers,detailed,3170,17.9,10.92,22720,2.4,8.21,9.04,10.41,12,14.64,17080,18810,21650,24950,30450,2018,
35-3011,Bartenders,detailed,2240,7.7,9.6,19960,2.4,7.83,8.26,8.96,9.82,12,16280,17180,18630,20430,24950,2018,
35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,20100,6.1,9.32,19380,1.1,7.83,8.26,8.97,9.86,11.69,16280,17190,18650,20510,24310,2018,
35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,940,32.8,10.39,21620,4.8,7.96,8.54,9.55,12.09,14.45,16560,17760,19870,25160,30060,2018,
35-3031,Waiters and Waitresses,detailed,11070,5.7,10.05,20900,3,7.82,8.27,9,10.29,14.44,16270,17210,18710,21400,30030,2018,
35-3041,"Food Servers, Nonrestaurant",detailed,540,17.7,10.38,21580,2.3,8.12,9.03,10.28,11.48,12.85,16900,18790,21380,23880,26720,2018,
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,1210,29.3,9.9,20590,2.5,7.88,8.39,9.23,11.08,13.42,16400,17460,19210,23050,27910,2018,
35-9021,Dishwashers,detailed,1320,21.4,10.24,21300,2,8.22,9.01,10.24,11.47,12.32,17090,18740,21290,23870,25620,2018,
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,1700,17.4,9.84,20470,2.3,8.01,8.5,9.32,10.81,12.35,16660,17680,19390,22490,25690,2018,
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,60,23.9,11.11,23120,4.8,8.45,9.48,10.72,12.15,14.39,17580,19720,22300,25260,29930,2018,
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,16460,3,13.49,28060,2.5,8.62,9.98,12.03,15.25,20.57,17930,20750,25030,31710,42790,2018,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,860,10.8,19.26,40060,6.1,12.47,13.98,17.3,24.24,29.69,25930,29090,35990,50420,61760,2018,
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,470,19.5,22.97,47780,5.1,13.5,15.65,22.23,27.78,35.23,28080,32540,46240,57780,73270,2018,
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,8620,4.4,12.99,27030,3.5,8.63,10.05,11.8,14.72,18.84,17960,20910,24540,30610,39200,2018,
37-2012,Maids and Housekeeping Cleaners,detailed,3200,7.4,10.97,22830,1.9,8.27,9.19,10.53,12.17,14.64,17200,19110,21890,25320,30460,2018,
37-2021,Pest Control Workers,detailed,340,27.2,16.87,35090,4.8,11.34,13.24,16.35,20.3,24.01,23580,27550,34010,42230,49950,2018,
37-3011,Landscaping and Groundskeeping Workers,detailed,2660,11.9,13.69,28480,4.1,8.57,9.8,12.89,16.07,20.59,17830,20380,26820,33430,42830,2018,
39-0000,Personal Care and Service Occupations,major,21320,8.6,13.52,28120,2.9,8.22,9.25,11.44,15.09,22.39,17100,19230,23800,31390,46570,2018,
39-1021,First-Line Supervisors of Personal Service Workers,detailed,1130,12.3,17.83,37090,4.8,9.49,11.76,16.73,21.59,28.29,19730,24460,34800,44920,58840,2018,
39-2011,Animal Trainers,detailed,210,15.7,,,,,,,,,,,,,,2018,
39-2021,Nonfarm Animal Caretakers,detailed,1200,15.2,11.53,23970,2,8.71,9.77,11.03,12.71,14.71,18110,20330,22950,26430,30600,2018,
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,630,41,9.54,19830,4.5,7.86,8.28,8.97,9.72,13.14,16350,17220,18660,20220,27330,2018,
39-3091,Amusement and Recreation Attendants,detailed,2290,11.2,10.14,21100,2.7,7.85,8.38,9.25,11.9,13.93,16320,17420,19230,24750,28970,2018,
39-3092,Costume Attendants,detailed,,,26.67,55480,12.5,11.1,16.1,25.42,32.31,50.15,23080,33480,52870,67200,104320,2018,
39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,130,44.4,23.39,48650,3.1,16.44,19.68,22.4,25.37,32.29,34200,40940,46600,52780,67170,2018,
39-5011,Barbers,detailed,240,39.2,18.56,38600,9.5,8.97,13.12,17.97,23.87,29.48,18660,27290,37380,49640,61320,2018,
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,1550,15,16,33290,13.4,8.19,9.02,11.15,20.19,34.48,17030,18750,23190,42000,71720,2018,
39-5094,Skincare Specialists,detailed,120,36.1,17.61,36630,5,11.11,14.4,17.4,19.58,24.49,23100,29960,36190,40730,50940,2018,
39-6011,Baggage Porters and Bellhops,detailed,80,24.2,10.72,22300,6.6,7.83,8.58,9.9,11.41,14.26,16290,17850,20600,23730,29670,2018,
39-6012,Concierges,detailed,80,5.6,12.13,25220,6.6,9.54,10.06,10.93,11.8,15.36,19850,20930,22740,24550,31950,2018,
39-7010,Tour and Travel Guides,detailed,140,41.1,12.35,25680,6.7,8.53,9.71,11.22,14.04,18.34,17730,20190,23340,29210,38150,2018,
