,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,Unnamed: 19
148,23-2091,Court Reporters,detailed,40.0,1.2,15.65,32550.0,2.4,12.95,14.02,15.71,17.65,18.82,26950.0,29170.0,32670.0,36720.0,39140.0,2018,
149,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,80.0,45.8,23.09,48030.0,12.3,8.75,19.25,25.19,29.21,32.48,18210.0,40040.0,52390.0,60760.0,67570.0,2018,
150,23-2099,"Legal Support Workers, All Other",detailed,60.0,0.0,28.3,58860.0,2.3,19.43,23.25,27.89,28.64,37.36,40410.0,48350.0,58020.0,59570.0,77700.0,2018,
151,25-0000,"Education, Training, and Library Occupations",major,26260.0,3.7,25.19,52400.0,4.5,11.0,16.79,24.38,32.11,38.77,22880.0,34920.0,50710.0,66780.0,80650.0,2018,
152,25-1011,"Business Teachers, Postsecondary",detailed,160.0,44.8,,,,,,,,,,,,,,2018,
153,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,70.0,47.7,,,,,,,,,,,,,,2018,
154,25-1067,"Sociology Teachers, Postsecondary",detailed,90.0,10.5,,,,,,,,,,,,,,2018,
155,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,250.0,4.6,,72460.0,3.0,,,,,,49740.0,59560.0,70760.0,80400.0,101790.0,2018,
156,25-1081,"Education Teachers, Postsecondary",detailed,,,,75570.0,5.1,,,,,,30670.0,46460.0,63240.0,84530.0,113690.0,2018,
157,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,,,,103560.0,10.2,,,,,,46110.0,57290.0,77050.0,119820.0,201880.0,2018,
158,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,80.0,48.1,,,,,,,,,,,,,,2018,
159,25-1194,"Vocational Education Teachers, Postsecondary",detailed,220.0,24.6,21.89,45530.0,7.2,14.63,16.89,22.06,26.79,29.74,30430.0,35140.0,45890.0,55720.0,61860.0,2018,
160,25-1199,"Postsecondary Teachers, All Other",detailed,460.0,15.9,,,,,,,,,,,,,,2018,
161,25-2011,"Preschool Teachers, Except Special Education",detailed,1520.0,30.5,13.61,28300.0,6.7,8.57,9.8,11.22,15.26,23.67,17830.0,20380.0,23330.0,31730.0,49230.0,2018,
162,25-2012,"Kindergarten Teachers, Except Special Education",detailed,630.0,6.5,,61550.0,4.5,,,,,,42030.0,48890.0,60900.0,74450.0,82720.0,2018,
163,25-2021,"Elementary School Teachers, Except Special Education",detailed,5100.0,4.1,,58630.0,4.5,,,,,,38410.0,46640.0,58260.0,71470.0,80460.0,2018,
164,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,2210.0,3.7,,61120.0,2.8,,,,,,42830.0,49100.0,59480.0,72200.0,81720.0,2018,
165,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,3440.0,4.6,,61490.0,3.7,,,,,,42820.0,49590.0,60550.0,73360.0,82040.0,2018,
166,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,,,,59260.0,3.8,,,,,,41150.0,45050.0,52760.0,74650.0,82270.0,2018,
167,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,710.0,6.0,,60380.0,3.1,,,,,,41940.0,48090.0,59380.0,72580.0,81200.0,2018,
168,25-2053,"Special Education Teachers, Middle School",detailed,330.0,5.8,,61560.0,2.1,,,,,,42310.0,49640.0,59990.0,72890.0,82410.0,2018,
169,25-2054,"Special Education Teachers, Secondary School",detailed,490.0,5.1,,59810.0,3.0,,,,,,42450.0,48340.0,58320.0,69840.0,80690.0,2018,
170,25-2059,"Special Education Teachers, All Other",detailed,290.0,0.4,,62600.0,2.4,,,,,,43910.0,53190.0,61990.0,73400.0,81860.0,2018,
171,25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,detailed,90.0,33.2,16.96,35280.0,5.2,9.06,12.52,15.93,19.14,24.32,18850.0,26050.0,33130.0,39800.0,50590.0,2018,
172,25-3021,Self-Enrichment Education Teachers,detailed,350.0,20.7,16.88,35100.0,7.2,8.36,10.15,14.39,18.93,31.75,17390.0,21120.0,29930.0,39380.0,66030.0,2018,
173,25-3097,"Teachers and Instructors, All Other, Except Substitute Teachers",detailed,1530.0,7.5,,52130.0,4.4,,,,,,25440.0,36680.0,48330.0,65150.0,84090.0,2018,
174,25-3098,Substitute Teachers,detailed,620.0,17.8,11.75,24430.0,4.3,8.56,9.69,10.83,12.0,16.3,17800.0,20160.0,22530.0,24970.0,33900.0,2018,
175,25-4012,Curators,detailed,40.0,14.0,24.95,51890.0,5.9,15.72,19.54,24.97,29.33,35.75,32690.0,40650.0,51940.0,61010.0,74350.0,2018,
176,25-4021,Librarians,detailed,420.0,3.9,30.78,64010.0,5.7,18.02,23.86,30.98,37.57,44.21,37470.0,49620.0,64430.0,78140.0,91950.0,2018,
177,25-4031,Library Technicians,detailed,170.0,24.7,15.48,32190.0,3.1,10.95,13.02,15.2,17.59,19.26,22770.0,27080.0,31610.0,36580.0,40050.0,2018,
178,25-9021,Farm and Home Management Advisors,detailed,,,23.72,49340.0,2.3,13.65,17.86,23.14,29.02,35.33,28380.0,37140.0,48130.0,60350.0,73490.0,2018,
179,25-9031,Instructional Coordinators,detailed,560.0,14.9,24.93,51850.0,7.0,10.68,18.07,22.55,33.45,41.88,22220.0,37590.0,46900.0,69580.0,87120.0,2018,
180,25-9041,Teacher Assistants,detailed,3990.0,11.5,,30210.0,7.6,,,,,,18820.0,23190.0,29020.0,36880.0,45050.0,2018,
181,25-9099,"Education, Training, and Library Workers, All Other",detailed,560.0,32.7,22.01,45780.0,9.8,9.17,12.37,18.93,25.97,40.89,19070.0,25730.0,39380.0,54010.0,85040.0,2018,
182,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,7000.0,8.5,22.8,47430.0,2.8,10.59,14.49,19.19,27.14,36.8,22030.0,30140.0,39920.0,56450.0,76540.0,2018,
183,27-1011,Art Directors,detailed,100.0,29.8,38.11,79270.0,4.3,22.76,30.26,37.06,46.18,56.31,47350.0,62950.0,77090.0,96060.0,117120.0,2018,
184,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,30.0,33.7,15.12,31450.0,8.4,8.5,12.61,15.47,18.31,20.99,17680.0,26230.0,32170.0,38090.0,43650.0,2018,
185,27-1014,Multimedia Artists and Animators,detailed,50.0,40.0,25.49,53020.0,15.5,15.89,17.41,20.83,29.53,43.36,33040.0,36200.0,43320.0,61410.0,90180.0,2018,
186,27-1021,Commercial and Industrial Designers,detailed,,,29.14,60620.0,4.7,19.78,22.98,28.72,34.54,38.38,41150.0,47800.0,59730.0,71850.0,79840.0,2018,
187,27-1023,Floral Designers,detailed,220.0,9.8,14.34,29820.0,3.4,10.23,12.06,14.38,16.98,18.68,21270.0,25080.0,29910.0,35320.0,38860.0,2018,
188,27-1024,Graphic Designers,detailed,770.0,9.3,22.87,47570.0,2.3,14.24,17.07,21.58,27.6,34.71,29630.0,35500.0,44880.0,57400.0,72190.0,2018,
189,27-1025,Interior Designers,detailed,180.0,18.8,23.32,48500.0,7.1,11.3,15.36,19.65,31.39,39.83,23500.0,31950.0,40870.0,65300.0,82840.0,2018,
190,27-1026,Merchandise Displayers and Window Trimmers,detailed,520.0,22.2,16.14,33560.0,8.6,9.01,11.39,14.43,20.3,25.44,18750.0,23680.0,30020.0,42220.0,52920.0,2018,
191,27-1027,Set and Exhibit Designers,detailed,,,25.48,53010.0,8.1,15.71,18.19,26.46,31.66,36.8,32690.0,37830.0,55030.0,65850.0,76540.0,2018,
192,27-1029,"Designers, All Other",detailed,40.0,9.8,27.3,56780.0,14.9,14.6,17.5,22.59,29.86,42.47,30360.0,36400.0,46980.0,62120.0,88330.0,2018,
193,27-2011,Actors,detailed,,,20.08,,14.3,9.4,11.45,15.75,18.44,24.59,,,,,,2018,
194,27-2012,Producers and Directors,detailed,300.0,24.4,33.33,69320.0,14.6,15.62,19.8,26.48,34.52,47.65,32500.0,41190.0,55080.0,71800.0,99100.0,2018,
195,27-2021,Athletes and Sports Competitors,detailed,,,,52450.0,5.9,,,,,,26440.0,31310.0,53560.0,66910.0,83630.0,2018,
196,27-2022,Coaches and Scouts,detailed,830.0,39.3,,31840.0,5.3,,,,,,17400.0,20120.0,27840.0,36440.0,57500.0,2018,
197,27-2042,Musicians and Singers,detailed,130.0,9.4,27.39,,24.8,15.54,16.67,18.55,25.33,47.23,,,,,,2018,
198,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,,,22.04,,12.2,8.44,11.72,18.0,31.64,38.21,,,,,,2018,
199,27-3011,Radio and Television Announcers,detailed,80.0,34.9,25.57,53190.0,10.4,10.33,14.86,21.51,28.98,49.38,21480.0,30900.0,44740.0,60270.0,102700.0,2018,
200,27-3022,Reporters and Correspondents,detailed,320.0,38.7,32.89,68420.0,16.8,13.24,17.13,23.18,36.14,59.15,27550.0,35620.0,48200.0,75170.0,123020.0,2018,
201,27-3031,Public Relations Specialists,detailed,1010.0,8.8,25.21,52440.0,5.4,15.82,18.36,22.54,29.42,39.62,32900.0,38180.0,46870.0,61200.0,82400.0,2018,
202,27-3041,Editors,detailed,340.0,19.0,22.21,46200.0,5.4,13.83,16.31,19.29,25.4,31.1,28770.0,33920.0,40120.0,52830.0,64680.0,2018,
203,27-3042,Technical Writers,detailed,100.0,18.9,39.43,82000.0,9.0,21.27,25.25,30.43,38.88,57.51,44240.0,52520.0,63300.0,80860.0,119620.0,2018,
204,27-3043,Writers and Authors,detailed,100.0,17.7,26.37,54840.0,4.1,14.89,19.2,24.45,33.21,39.12,30970.0,39930.0,50850.0,69070.0,81370.0,2018,
205,27-3091,Interpreters and Translators,detailed,250.0,17.4,20.14,41890.0,3.2,15.51,16.82,19.16,22.81,27.19,32250.0,34980.0,39850.0,47440.0,56560.0,2018,
206,27-3099,"Media and Communication Workers, All Other",detailed,60.0,13.9,14.72,30610.0,16.0,7.95,8.52,9.47,21.0,27.5,16530.0,17720.0,19700.0,43690.0,57210.0,2018,
207,27-4011,Audio and Video Equipment Technicians,detailed,160.0,36.0,17.02,35390.0,4.5,10.37,11.83,15.27,20.92,27.42,21580.0,24610.0,31760.0,43510.0,57030.0,2018,
208,27-4012,Broadcast Technicians,detailed,160.0,32.9,17.15,35660.0,13.7,8.1,8.92,11.84,17.35,28.01,16850.0,18560.0,24620.0,36090.0,58260.0,2018,
209,27-4021,Photographers,detailed,140.0,14.6,18.76,39020.0,7.5,10.41,13.43,17.79,24.55,29.17,21650.0,27930.0,36990.0,51060.0,60670.0,2018,
210,27-4031,"Camera Operators, Television, Video, and Motion Picture",detailed,150.0,33.2,19.63,40830.0,4.5,12.16,14.73,17.74,23.15,32.66,25290.0,30640.0,36890.0,48160.0,67920.0,2018,
211,27-4032,Film and Video Editors,detailed,70.0,32.9,,,,,,,,,,,,,,2018,
212,29-0000,Healthcare Practitioners and Technical Occupations,major,40310.0,5.7,33.76,70210.0,2.2,15.64,21.26,28.79,37.55,54.34,32520.0,44210.0,59880.0,78100.0,113030.0,2018,
213,29-1011,Chiropractors,detailed,140.0,37.0,29.18,60690.0,19.2,12.27,16.03,31.85,36.92,50.31,25520.0,33340.0,66250.0,76790.0,104650.0,2018,
214,29-1021,"Dentists, General",detailed,250.0,26.4,76.09,158270.0,17.8,28.61,42.83,62.28,,,59510.0,89080.0,129540.0,,,2018,
215,29-1031,Dietitians and Nutritionists,detailed,240.0,12.4,29.56,61480.0,3.6,21.85,25.54,29.44,33.97,37.63,45440.0,53130.0,61230.0,70660.0,78270.0,2018,
216,29-1041,Optometrists,detailed,200.0,28.4,43.77,91040.0,11.5,18.28,30.96,39.67,47.69,69.83,38020.0,64400.0,82520.0,99200.0,145250.0,2018,
217,29-1051,Pharmacists,detailed,1590.0,12.5,60.3,125430.0,1.9,46.03,54.74,62.87,72.3,77.88,95740.0,113860.0,130770.0,150390.0,161990.0,2018,
218,29-1062,Family and General Practitioners,detailed,,,100.2,208410.0,9.1,44.11,64.71,93.69,,,91750.0,134610.0,194860.0,,,2018,
219,29-1063,"Internists, General",detailed,,,92.79,193000.0,9.6,33.14,55.22,85.49,,,68940.0,114870.0,177830.0,,,2018,
220,29-1065,"Pediatricians, General",detailed,140.0,41.6,82.68,171980.0,9.0,46.93,59.11,73.38,95.89,,97620.0,122940.0,152630.0,199450.0,,2018,
221,29-1066,Psychiatrists,detailed,80.0,47.3,90.79,188840.0,14.9,34.66,39.26,89.15,,,72090.0,81650.0,185440.0,,,2018,
222,29-1067,Surgeons,detailed,,,133.59,277870.0,8.7,88.3,,,,,183660.0,,,,,2018,
223,29-1069,"Physicians and Surgeons, All Other",detailed,980.0,22.9,85.95,178780.0,9.5,40.32,48.1,80.13,,,83860.0,100040.0,166680.0,,,2018,
224,29-1071,Physician Assistants,detailed,280.0,21.0,47.38,98550.0,10.0,25.5,39.69,45.02,50.26,62.5,53030.0,82550.0,93650.0,104540.0,130000.0,2018,
225,29-1081,Podiatrists,detailed,40.0,22.9,62.76,130540.0,21.1,19.88,24.35,46.25,92.77,,41350.0,50640.0,96200.0,192960.0,,2018,
226,29-1122,Occupational Therapists,detailed,,,37.03,77010.0,3.5,24.38,30.14,38.08,45.11,49.07,50710.0,62680.0,79210.0,93830.0,102070.0,2018,
227,29-1123,Physical Therapists,detailed,830.0,10.1,39.39,81920.0,1.5,30.49,34.02,39.41,45.48,49.16,63420.0,70770.0,81980.0,94590.0,102250.0,2018,
228,29-1124,Radiation Therapists,detailed,60.0,25.7,42.84,89110.0,3.5,28.44,34.83,43.18,49.1,58.53,59150.0,72450.0,89810.0,102130.0,121740.0,2018,
229,29-1125,Recreational Therapists,detailed,40.0,20.6,21.41,44520.0,2.8,16.15,17.83,20.85,24.14,28.46,33590.0,37080.0,43370.0,50200.0,59210.0,2018,
230,29-1126,Respiratory Therapists,detailed,790.0,6.8,25.41,52840.0,1.8,19.95,21.99,25.57,28.93,31.08,41500.0,45740.0,53190.0,60170.0,64640.0,2018,
231,29-1127,Speech-Language Pathologists,detailed,580.0,11.8,41.47,86260.0,1.6,27.69,33.88,41.68,48.71,57.82,57590.0,70470.0,86690.0,101330.0,120260.0,2018,
232,29-1129,"Therapists, All Other",detailed,130.0,16.3,42.26,87890.0,6.3,20.06,24.35,45.25,58.65,64.02,41730.0,50660.0,94110.0,122000.0,133170.0,2018,
233,29-1131,Veterinarians,detailed,350.0,9.2,42.92,89270.0,5.4,28.89,34.26,41.26,47.95,56.59,60100.0,71270.0,85820.0,99740.0,117700.0,2018,
234,29-1141,Registered Nurses,detailed,16000.0,9.3,31.05,64590.0,1.2,22.1,26.11,30.91,36.06,39.37,45970.0,54310.0,64300.0,75010.0,81900.0,2018,
235,29-1161,Nurse Midwives,detailed,40.0,31.4,52.91,110060.0,2.5,41.96,45.47,51.58,60.49,69.06,87280.0,94570.0,107300.0,125810.0,143650.0,2018,
236,29-1171,Nurse Practitioners,detailed,760.0,12.0,52.11,108390.0,2.6,37.95,42.59,48.63,58.0,67.73,78930.0,88590.0,101140.0,120630.0,140880.0,2018,
237,29-1181,Audiologists,detailed,80.0,46.8,31.58,65700.0,3.6,25.59,27.23,29.96,34.8,39.3,53240.0,56640.0,62320.0,72380.0,81740.0,2018,
238,29-1199,"Health Diagnosing and Treating Practitioners, All Other",detailed,60.0,23.5,30.98,64430.0,7.0,21.85,24.96,27.9,31.36,53.01,45440.0,51930.0,58030.0,65220.0,110260.0,2018,
239,29-2010,Clinical Laboratory Technologists and Technicians,detailed,1180.0,11.2,24.69,51360.0,3.8,15.43,18.45,24.31,30.73,36.19,32090.0,38390.0,50560.0,63910.0,75280.0,2018,
240,29-2021,Dental Hygienists,detailed,710.0,23.5,30.13,62680.0,4.3,25.11,26.72,29.41,34.16,38.02,52220.0,55580.0,61180.0,71060.0,79070.0,2018,
241,29-2031,Cardiovascular Technologists and Technicians,detailed,280.0,20.0,25.42,52870.0,5.6,13.22,16.51,26.58,33.67,38.55,27490.0,34340.0,55290.0,70040.0,80170.0,2018,
242,29-2032,Diagnostic Medical Sonographers,detailed,250.0,22.5,30.34,63100.0,1.9,24.74,26.58,29.42,34.32,38.34,51460.0,55280.0,61190.0,71390.0,79750.0,2018,
243,29-2033,Nuclear Medicine Technologists,detailed,90.0,21.5,33.34,69350.0,2.9,26.07,28.58,33.44,37.68,40.36,54220.0,59450.0,69560.0,78370.0,83950.0,2018,
244,29-2034,Radiologic Technologists,detailed,1080.0,10.1,25.61,53270.0,1.5,17.91,21.0,25.44,29.98,34.87,37250.0,43680.0,52910.0,62350.0,72540.0,2018,
245,29-2035,Magnetic Resonance Imaging Technologists,detailed,120.0,23.9,31.57,65670.0,3.4,25.28,28.25,32.71,36.5,38.79,52590.0,58760.0,68040.0,75930.0,80680.0,2018,
246,29-2041,Emergency Medical Technicians and Paramedics,detailed,1010.0,14.8,15.62,32480.0,2.7,10.85,12.75,14.86,18.42,21.95,22570.0,26520.0,30910.0,38310.0,45650.0,2018,
247,29-2051,Dietetic Technicians,detailed,40.0,19.2,16.24,33770.0,7.3,12.7,13.67,15.28,18.7,22.29,26420.0,28430.0,31790.0,38910.0,46360.0,2018,
248,29-2052,Pharmacy Technicians,detailed,2390.0,7.0,14.61,30390.0,2.9,10.34,11.74,14.36,17.44,19.25,21500.0,24410.0,29870.0,36260.0,40050.0,2018,
249,29-2053,Psychiatric Technicians,detailed,290.0,24.9,14.46,30070.0,2.2,11.05,12.61,13.97,15.47,18.73,22990.0,26230.0,29050.0,32170.0,38950.0,2018,
250,29-2055,Surgical Technologists,detailed,590.0,8.7,23.32,48510.0,2.6,16.47,19.32,22.36,26.52,30.55,34270.0,40180.0,46520.0,55150.0,63550.0,2018,
251,29-2056,Veterinary Technologists and Technicians,detailed,310.0,29.3,13.07,27190.0,12.9,8.08,9.09,12.5,15.82,19.17,16810.0,18900.0,26010.0,32910.0,39880.0,2018,
252,29-2057,Ophthalmic Medical Technicians,detailed,,,16.05,33380.0,6.5,10.6,12.37,14.66,18.13,23.1,22040.0,25730.0,30480.0,37710.0,48040.0,2018,
253,29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,3220.0,8.3,21.04,43760.0,1.1,16.35,18.92,21.33,23.46,25.1,34000.0,39350.0,44370.0,48790.0,52200.0,2018,
254,29-2071,Medical Records and Health Information Technicians,detailed,1120.0,17.2,17.91,37260.0,2.7,11.56,14.03,17.18,20.97,26.38,24040.0,29190.0,35740.0,43630.0,54860.0,2018,
255,29-2081,"Opticians, Dispensing",detailed,520.0,37.0,20.02,41640.0,5.4,11.55,14.23,18.97,26.64,29.79,24010.0,29610.0,39460.0,55400.0,61970.0,2018,
256,29-2091,Orthotists and Prosthetists,detailed,40.0,46.3,32.74,68090.0,5.7,20.31,25.03,35.11,38.43,40.91,42240.0,52070.0,73030.0,79930.0,85080.0,2018,
257,29-2099,"Health Technologists and Technicians, All Other",detailed,760.0,13.1,25.32,52670.0,6.5,13.82,16.77,22.4,30.27,41.51,28750.0,34880.0,46590.0,62960.0,86330.0,2018,
258,29-9011,Occupational Health and Safety Specialists,detailed,440.0,9.4,31.06,64600.0,3.7,16.55,22.12,29.93,38.03,47.41,34430.0,46010.0,62260.0,79090.0,98610.0,2018,
259,29-9012,Occupational Health and Safety Technicians,detailed,70.0,17.2,21.55,44820.0,4.4,14.31,17.13,20.82,24.01,29.36,29770.0,35620.0,43310.0,49950.0,61070.0,2018,
260,29-9091,Athletic Trainers,detailed,160.0,41.4,,43420.0,5.3,,,,,,32740.0,35570.0,40490.0,50770.0,60870.0,2018,
261,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,120.0,40.3,22.35,46490.0,3.5,11.1,14.01,18.22,28.47,41.16,23100.0,29150.0,37890.0,59210.0,85600.0,2018,
262,31-0000,Healthcare Support Occupations,major,16790.0,4.3,15.39,32000.0,1.5,10.41,12.25,14.54,17.79,21.91,21650.0,25490.0,30240.0,37000.0,45570.0,2018,
263,31-1011,Home Health Aides,detailed,1490.0,9.7,11.03,22950.0,2.3,9.22,9.92,10.8,11.68,12.95,19170.0,20640.0,22460.0,24300.0,26950.0,2018,
264,31-1014,Nursing Assistants,detailed,6730.0,6.5,13.95,29020.0,1.6,10.63,12.24,13.81,15.64,18.14,22100.0,25460.0,28730.0,32530.0,37740.0,2018,
265,31-1015,Orderlies,detailed,240.0,30.1,11.53,23990.0,3.6,8.78,9.74,11.0,12.79,15.13,18260.0,20260.0,22880.0,26610.0,31480.0,2018,
266,31-2011,Occupational Therapy Assistants,detailed,140.0,30.7,26.56,55240.0,2.7,20.59,22.54,25.59,29.83,36.4,42820.0,46880.0,53230.0,62040.0,75700.0,2018,
267,31-2021,Physical Therapist Assistants,detailed,490.0,14.9,26.45,55010.0,1.9,20.08,23.3,26.98,29.85,32.35,41760.0,48460.0,56120.0,62090.0,67300.0,2018,
268,31-2022,Physical Therapist Aides,detailed,220.0,19.3,13.79,28680.0,3.6,9.77,10.96,13.15,16.37,18.87,20320.0,22790.0,27360.0,34050.0,39250.0,2018,
269,31-9011,Massage Therapists,detailed,290.0,24.7,22.13,46020.0,4.7,12.06,15.51,22.45,27.81,30.84,25080.0,32260.0,46690.0,57850.0,64150.0,2018,
270,31-9091,Dental Assistants,detailed,1700.0,7.5,18.75,39000.0,5.3,12.72,15.28,18.29,22.69,26.41,26460.0,31790.0,38050.0,47200.0,54940.0,2018,
271,31-9092,Medical Assistants,detailed,3030.0,7.0,16.18,33660.0,1.1,12.81,14.16,16.09,18.1,19.78,26640.0,29450.0,33460.0,37660.0,41140.0,2018,
272,31-9093,Medical Equipment Preparers,detailed,230.0,17.5,17.05,35460.0,4.8,12.41,13.65,16.55,20.7,23.99,25810.0,28400.0,34420.0,43050.0,49890.0,2018,
273,31-9094,Medical Transcriptionists,detailed,270.0,47.2,19.22,39970.0,4.1,14.17,16.55,19.58,22.37,24.07,29470.0,34430.0,40720.0,46520.0,50070.0,2018,
274,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,660.0,38.5,11.84,24630.0,2.6,8.97,10.06,11.49,13.31,15.22,18660.0,20920.0,23900.0,27680.0,31660.0,2018,
275,31-9097,Phlebotomists,detailed,740.0,15.5,15.44,32110.0,3.1,11.3,13.0,15.18,17.91,19.84,23500.0,27030.0,31580.0,37260.0,41260.0,2018,
276,31-9099,"Healthcare Support Workers, All Other",detailed,290.0,16.5,19.93,41450.0,4.8,12.47,15.56,19.89,23.27,25.86,25930.0,32360.0,41370.0,48390.0,53790.0,2018,
277,33-0000,Protective Service Occupations,major,12470.0,5.4,17.68,36770.0,5.1,8.7,10.39,14.94,23.5,30.18,18090.0,21620.0,31080.0,48880.0,62780.0,2018,
278,33-1011,First-Line Supervisors of Correctional Officers,detailed,240.0,0.3,20.4,42420.0,2.2,16.02,17.27,19.41,22.64,25.18,33320.0,35920.0,40370.0,47090.0,52380.0,2018,
279,33-1012,First-Line Supervisors of Police and Detectives,detailed,250.0,12.7,34.43,71610.0,4.0,18.48,23.48,30.39,40.01,62.05,38440.0,48840.0,63220.0,83230.0,129070.0,2018,
280,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,280.0,16.9,33.67,70030.0,3.1,21.4,28.27,33.81,38.86,46.51,44520.0,58800.0,70320.0,80820.0,96740.0,2018,
281,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,200.0,12.6,22.6,47010.0,3.8,13.34,16.7,22.25,26.71,31.44,27740.0,34730.0,46270.0,55550.0,65390.0,2018,
282,33-2011,Firefighters,detailed,1120.0,13.7,18.24,37940.0,5.0,9.55,12.17,16.46,23.71,29.17,19860.0,25310.0,34230.0,49310.0,60680.0,2018,
283,33-2021,Fire Inspectors and Investigators,detailed,40.0,5.9,24.62,51210.0,2.9,19.48,21.15,23.97,28.24,31.11,40520.0,44000.0,49860.0,58740.0,64710.0,2018,
284,33-3012,Correctional Officers and Jailers,detailed,900.0,3.6,17.27,35920.0,3.2,13.06,14.81,16.76,18.66,22.39,27170.0,30810.0,34860.0,38810.0,46580.0,2018,
285,33-3021,Detectives and Criminal Investigators,detailed,160.0,4.4,40.45,84130.0,2.1,20.19,23.57,35.32,59.05,64.68,42000.0,49030.0,73470.0,122830.0,134530.0,2018,
286,33-3051,Police and Sheriff's Patrol Officers,detailed,2640.0,5.7,25.48,53000.0,3.0,17.28,21.25,25.88,29.59,33.38,35940.0,44200.0,53840.0,61560.0,69420.0,2018,
287,33-9011,Animal Control Workers,detailed,90.0,7.8,,,,,,,,,,,,,,2018,
288,33-9021,Private Detectives and Investigators,detailed,,,21.66,45060.0,8.4,11.82,15.2,19.02,27.76,36.21,24580.0,31610.0,39560.0,57730.0,75320.0,2018,
289,33-9032,Security Guards,detailed,4750.0,14.6,11.59,24110.0,3.0,8.2,9.11,10.58,12.71,16.12,17050.0,18950.0,22000.0,26430.0,33530.0,2018,
290,33-9091,Crossing Guards,detailed,420.0,19.0,12.73,26480.0,6.5,9.97,10.66,11.81,14.29,16.02,20740.0,22170.0,24550.0,29720.0,33330.0,2018,
291,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,630.0,20.2,9.29,19320.0,2.6,7.72,8.17,8.9,9.9,11.45,16060.0,17000.0,18520.0,20590.0,23810.0,2018,
292,33-9093,Transportation Security Screeners,detailed,110.0,0.0,18.62,38740.0,,15.69,18.08,18.27,19.78,20.74,32630.0,37610.0,38010.0,41140.0,43140.0,2018,
293,33-9099,"Protective Service Workers, All Other",detailed,410.0,4.7,19.41,40380.0,9.9,9.65,13.42,18.82,25.78,29.91,20080.0,27920.0,39150.0,53620.0,62200.0,2018,
294,35-0000,Food Preparation and Serving Related Occupations,major,58880.0,1.4,10.89,22640.0,1.5,7.95,8.53,9.54,11.94,15.45,16540.0,17740.0,19850.0,24840.0,32140.0,2018,
